1       8
1149.92      1153.87       8
1213.54      1217.38      10
1263.45      1267.11       8
1283.65      1287.53       4
114       6
395.92      401.26       3
427.44      432.82       6
524.70      531.35       4
611.17      615.48       5
674.21      683.74       6
755.77      764.04       1
795.95      807.16       2
892.96      907.46       5
928.04      944.29       9
952.12      956.77      10
1035.52      1042.44       3
115       5
390.79      400.07       6
451.98      456.44       8
554.09      558.17       7
569.15      579.84       2
620.58      628.39       8
658.38      662.41       7
699.95      706.12       6
774.32      786.74      10
842.44      855.27       6
909.09      921.65       2
983.83      987.48       9
1020.82      1035.27       7
1067.45      1077.06       2
1105.49      1115.68       1
1188.99      1197.67       5
1222.78      1235.59      10
1328.79      1342.67       7
116       5
421.79      434.78       7
499.05      511.62       5
563.06      577.41       2
601.43      605.00       9
683.50      688.83       6
712.58      718.23       9
742.44      747.62       6
784.36      793.42       1
117      10
442.63      450.23       1
534.45      546.26       9
618.64      631.27       8
675.97      679.83       4
715.78      723.19       2
788.43      793.53       3
824.50      837.65       9
929.63      943.09       8
1038.83      1051.36       9
1086.79      1093.37       4
1132.28      1138.72       6
1150.18      1162.20       2
118       9
390.38      394.78      10
403.25      411.43       1
433.93      442.56       6
523.37      530.40       4
593.45      606.01       7
640.24      651.46       5
716.26      726.99       6
754.51      761.63       4
838.62      842.88       8
119       1
422.34      432.34       7
471.96      484.98       9
526.45      532.14       6
608.18      617.75       5
632.68      642.23       6
734.12      740.73       7
802.49      815.56       4
848.93      856.06       9
926.08      938.51       1
950.69      959.30       5
1047.55      1060.77       7
1089.75      1100.38       1
1170.21      1180.37       2
1247.98      1261.77       6
1345.82      1351.06       3
120       3
428.41      435.05      10
477.20      480.98       8
548.56      552.61       6
612.79      616.68       8
707.44      710.86      10
723.45      737.40       5
752.82      761.32       1
774.60      789.88       3
857.99      870.39       4
875.79      886.73       7
961.83      974.82      10
1020.50      1029.21       1
1109.56      1124.41       3
1185.83      1194.15       5
1250.91      1258.76       1
121       4
449.34      456.64       2
540.58      552.13       6
600.98      606.52       9
614.82      619.19      10
694.15      708.17       6
760.46      767.11       7
850.96      863.40       5
122       6
456.83      463.63       4
475.62      479.77       5
549.24      558.02       3
589.12      602.35       7
613.21      617.41       8
684.37      689.21       7
697.89      710.13       5
768.55      782.05       7
836.65      847.77       5
930.76      934.90       4
1021.43      1027.84       6
1048.64      1054.65       7
1097.96      1110.17       4
1184.26      1191.18       6
1270.01      1275.61       9
123       4
390.90      401.63      10
500.65      515.17       7
522.07      537.00       9
626.77      641.65       7
672.63      677.22       8
721.34      725.97       6
741.80      747.76       7
803.48      818.03       9
880.88      884.33       2
905.95      919.34       6
932.39      936.54       8
962.75      967.23       4
124       4
442.63      455.49       3
534.31      541.53      10
594.15      602.43       1
667.43      676.32       6
731.07      735.28       8
820.80      825.37       7
864.00      876.14       5
893.20      908.08      10
995.75      1005.77       4
1062.30      1074.66       7
1151.52      1165.34      10
1196.60      1204.06       3
1234.79      1249.07       9
1339.44      1344.96       6
125       3
431.13      446.52       1
519.15      527.86      10
583.67      587.21       8
671.53      675.78       6
712.91      725.63      10
767.62      771.10       8
811.84      820.09       2
859.53      865.89       4
885.50      897.47      10
977.53      992.39       6
1006.35      1012.06       9
1103.13      1117.17       7
1128.00      1133.56       6
1224.10      1230.46       7
1242.33      1252.33       2
1266.65      1271.96       3
1296.49      1303.38      10
1340.14      1344.17       8
126       6
437.68      444.51       4
463.85      468.07       5
475.32      486.92       8
491.99      496.51       4
527.44      531.51       5
601.61      605.95       4
645.69      657.41       1
127       1
446.80      454.84       5
472.85      485.45       7
497.37      509.62       4
524.45      536.02      10
546.43      553.85       3
567.13      571.55       2
653.91      658.55       3
733.72      738.68       2
807.44      817.80      10
902.75      915.58       7
973.28      979.33       6
1038.51      1042.80       8
1113.28      1126.95       9
1187.19      1200.47       3
128       6
432.63      437.42       9
472.70      486.53       5
535.71      548.52       2
624.34      627.76       9
672.27      676.80      10
708.87      716.33       3
740.43      745.23       2
817.82      829.21       6
868.53      874.22       7
964.70      975.15       2
1042.81      1051.95       8
129      10
370.11      382.59       7
404.54      414.63       2
493.74      497.15       9
511.06      516.63       6
592.07      596.59       8
632.14      635.75      10
130       3
404.31      419.50       7
442.05      448.11       6
504.61      510.30       7
586.98      600.27       3
678.00      686.21       5
709.90      713.98       4
728.36      732.80       5
779.42      792.67       7
887.24      902.48       9
942.62      955.16       7
131       5
442.58      453.73       8
470.17      478.73       2
498.91      502.62       9
586.22      597.91       1
660.99      671.35       2
677.90      682.68       3
132       4
375.34      381.65       9
441.89      447.42       6
498.20      504.49       7
585.90      589.96       8
679.27      683.27       6
775.06      784.56       5
855.65      867.49       7
910.88      915.67       8
981.64      985.59      10
1084.66      1088.07       8
1158.72      1162.41      10
133       4
479.96      486.15       2
501.61      512.35       1
587.74      599.36       4
647.45      651.79       8
722.02      726.57       4
761.63      765.66       5
807.66      817.19       6
848.18      853.90       7
134       5
393.97      403.52       6
427.33      434.50       4
481.10      485.50       5
524.10      535.55       8
551.92      562.69       5
633.25      643.41       6
699.26      705.07       3
773.62      786.69       4
135       9
407.57      412.97       6
512.10      522.56       5
532.95      536.89       4
582.65      590.09       9
625.23      628.51       2
636.60      641.83       3
655.02      660.40       6
722.66      736.29      10
754.21      767.95       7
852.14      856.60       8
952.17      956.41       4
1016.68      1023.44       2
1037.06      1041.77       3
1065.66      1079.65       1
136       5
393.06      408.81       9
466.36      470.79      10
513.79      517.12       8
556.83      568.92       1
635.60      646.90       9
708.50      713.24      10
772.72      785.51       7
828.12      832.12       8
908.06      919.93       5
946.02      957.25       7
981.79      994.28       5
1041.45      1057.04       9
1148.86      1160.70       8
1185.24      1189.18       3
137       8
431.69      435.93       3
500.29      513.80       9
553.23      558.86       6
597.99      610.95      10
693.18      705.99       5
712.26      716.72       4
793.74      805.18       1
810.49      820.46       2
900.69      913.46       5
929.79      942.35       7
998.30      1009.76       5
1072.84      1082.22       6
1094.62      1100.11       3
1136.60      1150.89       9
1171.87      1176.54      10
1268.79      1272.21       8
138       4
387.25      399.25      10
463.35      470.83       1
517.24      528.36       4
589.10      603.54       3
685.68      692.45      10
778.68      792.36       7
878.64      883.06       8
978.99      990.42       1
